County,Agency,Year,Months Reported,Index Total,Violent Total,Murder,Rape,Robbery,Aggravated Assault,Property Total,Burglary,Larceny,Motor Vehicle Theft,Region
Orange,Orange County MTA,2016,12,6,0,0,0,0,0,6,0,6,0,Non-New York City
Orange,Orange County Park PD,2016,12,2,0,0,0,0,0,2,1,1,0,Non-New York City
Orange,Orange County Sheriff,2016,12,31,14,0,0,1,13,17,0,17,0,Non-New York City
Orange,Orange County State Police,2016,12,836,136,3,80,12,41,700,76,596,28,Non-New York City
Orange,Port Jervis City PD,2016,12,214,21,0,2,2,17,193,43,148,2,Non-New York City
Orange,Tuxedo Town PD,2016,12,2,0,0,0,0,0,2,2,0,0,Non-New York City
Orange,Walden Vg PD,2016,12,80,1,0,0,0,1,79,4,72,3,Non-New York City
Orange,Wallkill Town PD,2016,12,727,66,0,7,21,38,661,60,580,21,Non-New York City
Orange,Warwick Town PD,2016,12,173,15,0,4,3,8,158,25,127,6,Non-New York City
Orange,Washingtonville Vg PD,2016,12,50,4,0,0,1,3,46,0,45,1,Non-New York City
Orange,Woodbury Town PD,2016,12,504,4,0,1,1,2,500,4,492,4,Non-New York City
Orleans,Albion Vg PD,2016,12,228,28,0,3,4,21,200,35,154,11,Non-New York City
Orleans,County Total,2016,,749,78,0,24,7,47,671,143,499,29,Non-New York City
Orleans,Holley Vg PD,2016,12,47,0,0,0,0,0,47,7,37,3,Non-New York City
Orleans,Medina Vg PD,2016,12,173,15,0,3,1,11,158,29,122,7,Non-New York City
Orleans,Orleans County Park PD,2016,12,1,0,0,0,0,0,1,1,0,0,Non-New York City
Orleans,Orleans County Sheriff,2016,12,220,20,0,8,1,11,200,56,140,4,Non-New York City
Orleans,Orleans County State Police,2016,12,80,15,0,10,1,4,65,15,46,4,Non-New York City
Oswego,Central Square Vg PD,2016,12,46,1,0,0,0,1,45,1,44,0,Non-New York City
Oswego,County Total,2016,,2313,265,0,121,22,122,2048,460,1518,70,Non-New York City
Oswego,Fulton City PD,2016,12,372,10,0,3,3,4,362,69,291,2,Non-New York City
Oswego,Oswego City PD,2016,12,583,80,0,16,8,56,503,81,405,17,Non-New York City
Oswego,Oswego County Park PD,2016,12,3,0,0,0,0,0,3,1,2,0,Non-New York City
Oswego,Oswego County Sheriff,2016,12,362,56,0,26,4,26,306,68,220,18,Non-New York City
Oswego,Oswego County State Police,2016,12,794,111,0,71,6,34,683,218,436,29,Non-New York City
Oswego,Phoenix Vg PD,2016,12,25,1,0,0,1,0,24,4,19,1,Non-New York City
Oswego,Pulaski Vg PD,2016,12,33,0,0,0,0,0,33,3,29,1,Non-New York City
Oswego,SUNY Police - Oswego,2016,12,95,6,0,5,0,1,89,15,72,2,Non-New York City
Otsego,Cooperstown Vg PD,2016,12,13,0,0,0,0,0,13,1,12,0,Non-New York City
Otsego,County Total,2016,,779,90,0,35,10,45,689,113,564,12,Non-New York City
Otsego,Oneonta City PD,2016,12,300,31,0,8,7,16,269,57,208,4,Non-New York City
Otsego,Otsego County Park PD,2016,12,2,0,0,0,0,0,2,1,1,0,Non-New York City
Otsego,Otsego County Sheriff,2016,12,78,19,0,0,3,16,59,23,33,3,Non-New York City
Otsego,Otsego County State Police,2016,12,342,34,0,21,0,13,308,30,273,5,Non-New York City
Otsego,SUNY Police - Oneonta,2016,12,44,6,0,6,0,0,38,1,37,0,Non-New York City
Putnam,Brewster Vg PD,2016,12,13,1,0,0,0,1,12,2,9,1,Non-New York City
Putnam,Carmel Town PD,2016,12,112,5,0,0,1,4,107,16,81,10,Non-New York City
Putnam,County Total,2016,,603,37,0,10,6,21,566,86,456,24,Non-New York City
Putnam,Kent Town PD,2016,12,57,2,0,2,0,0,55,6,47,2,Non-New York City
Putnam,Putnam County MTA,2016,12,11,0,0,0,0,0,11,0,9,2,Non-New York City
Putnam,Putnam County Park PD,2016,12,1,0,0,0,0,0,1,0,1,0,Non-New York City
Putnam,Putnam County Sheriff,2016,12,307,16,0,3,4,9,291,44,243,4,Non-New York City
Putnam,Putnam County State Police,2016,12,102,13,0,5,1,7,89,18,66,5,Non-New York City
Queens,County Total,2016,12,33800,9356,47,486,2989,5834,24444,3056,19455,1933,New York City
Region Total,Region Total,2016,,174402,49124,335,2372,15544,30873,125278,12041,106868,6369,New York City
Rensselaer,County Total,2016,,3658,472,4,63,114,291,3186,613,2420,153,Non-New York City
Rensselaer,East Greenbush Town PD,2016,12,347,18,0,2,2,14,329,48,274,7,Non-New York City
Rensselaer,Hoosick Falls Vg PD,2016,12,25,2,0,0,0,2,23,5,17,1,Non-New York City
Rensselaer,Nassau Vg PD,2016,12,8,1,0,0,0,1,7,1,6,0,Non-New York City
Rensselaer,North Greenbush Town PD,2016,12,190,9,0,2,1,6,181,16,156,9,Non-New York City
Rensselaer,Rensselaer City PD,2016,12,117,16,0,3,4,9,101,18,78,5,Non-New York City
Rensselaer,Rensselaer County Park PD,2016,12,2,0,0,0,0,0,2,0,2,0,Non-New York City
Rensselaer,Rensselaer County Sheriff,2016,12,266,16,1,3,3,9,250,39,202,9,Non-New York City
Rensselaer,Rensselaer County State Police,2016,12,445,38,0,23,0,15,407,76,300,31,Non-New York City
Rensselaer,Rensselaer Poly Tech Police,2016,12,49,0,0,0,0,0,49,2,47,0,Non-New York City
Rensselaer,Schodack Town PD,2016,12,55,10,0,5,2,3,45,14,30,1,Non-New York City
Rensselaer,Troy City PD,2016,12,2154,362,3,25,102,232,1792,394,1308,90,Non-New York City
Richmond,County Total,2016,12,6313,1589,21,99,422,1047,4724,488,3989,247,New York City
Rockland,Clarkstown Town PD,2016,12,1345,81,0,16,26,39,1264,60,1171,33,Non-New York City
Rockland,County Total,2016,,3560,384,2,48,104,230,3176,256,2802,118,Non-New York City
Rockland,Haverstraw Town PD,2016,12,373,38,0,2,13,23,335,41,274,20,Non-New York City
Rockland,Orangetown Town PD,2016,12,323,41,0,2,14,25,282,26,248,8,Non-New York City
Rockland,Piermont Vg PD,2016,12,20,0,0,0,0,0,20,4,16,0,Non-New York City
Rockland,Ramapo Town PD,2016,12,739,77,1,11,10,55,662,63,565,34,Non-New York City
Rockland,Rockland County MTA,2016,12,3,1,0,0,1,0,2,0,2,0,Non-New York City
Rockland,Rockland County Park PD,2016,12,14,2,0,0,0,2,12,0,12,0,Non-New York City
Rockland,Rockland County Sheriff,2016,12,40,7,0,0,0,7,33,2,30,1,Non-New York City
Rockland,Rockland County State Police,2016,12,21,5,0,3,1,1,16,1,14,1,Non-New York City
Rockland,South Nyack-Grand View PD,2016,12,13,0,0,0,0,0,13,3,10,0,Non-New York City
Rockland,Spring Valley Vg PD,2016,12,511,125,1,14,39,71,386,37,336,13,Non-New York City
Rockland,Stony Point Town PD,2016,12,85,5,0,0,0,5,80,8,67,5,Non-New York City
Rockland,Suffern Vg PD,2016,12,73,2,0,0,0,2,71,11,57,3,Non-New York City
Saratoga,Ballston Spa Vg PD,2016,12,64,7,0,1,4,2,57,6,50,1,Non-New York City
Saratoga,County Total,2016,,2843,256,2,73,24,157,2587,325,2162,100,Non-New York City
Saratoga,Mechanicville City PD,2016,12,77,5,0,0,0,5,72,10,58,4,Non-New York City
Saratoga,Saratoga County Park PD,2016,12,27,4,0,0,0,4,23,0,23,0,Non-New York City
Saratoga,Saratoga County Sheriff,2016,12,1195,85,2,14,2,67,1110,167,899,44,Non-New York City
Saratoga,Saratoga County State Police,2016,12,708,80,0,45,8,27,628,60,556,12,Non-New York City
Saratoga,Saratoga Springs City PD,2016,12,591,64,0,9,8,47,527,54,441,32,Non-New York City
Saratoga,South Glens Falls Vg PD,2016,12,102,8,0,3,1,4,94,16,74,4,Non-New York City
Saratoga,Stillwater Town PD,2016,12,24,0,0,0,0,0,24,5,19,0,Non-New York City
Saratoga,Waterford Town and Vg PD,2016,12,55,3,0,1,1,1,52,7,42,3,Non-New York City
Schenectady,County Total,2016,,4683,697,7,80,166,444,3986,572,3168,246,Non-New York City
Schenectady,Glenville Town PD,2016,12,499,14,0,4,4,6,485,34,444,7,Non-New York City
Schenectady,Niskayuna Town PD,2016,12,340,21,0,5,3,13,319,42,266,11,Non-New York City
Schenectady,Rotterdam Town PD,2016,12,929,43,0,6,11,26,886,86,777,23,Non-New York City
Schenectady,Schenectady City PD,2016,12,2708,600,7,59,146,388,2108,379,1532,197,Non-New York City
Schenectady,Schenectady County Sheriff,2016,12,17,1,0,0,1,0,16,6,9,1,Non-New York City
Schenectady,Schenectady County State Police,2016,12,69,10,0,5,0,5,59,4,54,1,Non-New York City
Schenectady,Scotia Vg PD,2016,12,121,8,0,1,1,6,113,21,86,6,Non-New York City
Schoharie,Cobleskill Vg PD,2016,12,148,4,0,2,1,1,144,11,131,2,Non-New York City
Schoharie,County Total,2016,,385,36,0,25,3,8,349,66,271,12,Non-New York City
Schoharie,Schoharie County Sheriff,2016,12,51,2,0,2,0,0,49,15,34,0,Non-New York City
Schoharie,Schoharie County State Police,2016,12,161,28,0,20,1,7,133,37,86,10,Non-New York City
Schoharie,SUNY Police - Cobleskill,2016,12,25,2,0,1,1,0,23,3,20,0,Non-New York City
Schuyler,County Total,2016,,118,13,0,4,0,9,105,23,79,3,Non-New York City
Schuyler,Schuyler County Park PD,2016,12,4,0,0,0,0,0,4,0,4,0,Non-New York City
Schuyler,Schuyler County Sheriff,2016,12,32,7,0,1,0,6,25,10,14,1,Non-New York City
Schuyler,Schuyler County State Police,2016,12,20,3,0,3,0,0,17,5,10,2,Non-New York City
Schuyler,Watkins Glen Vg PD,2016,12,62,3,0,0,0,3,59,8,51,0,Non-New York City
Seneca,County Total,2016,,642,67,0,27,1,39,575,95,468,12,Non-New York City
Seneca,Interlaken Vg PD,2016,12,1,1,0,0,0,1,0,0,0,0,Non-New York City
Seneca,Seneca County Park PD,2016,12,6,0,0,0,0,0,6,0,6,0,Non-New York City
Seneca,Seneca County Sheriff,2016,12,55,4,0,0,0,4,51,14,35,2,Non-New York City
Seneca,Seneca County State Police,2016,12,149,29,0,18,0,11,120,23,94,3,Non-New York City
Seneca,Seneca Falls Town PD,2016,12,306,26,0,5,1,20,280,37,238,5,Non-New York City
Seneca,Waterloo Vg PD,2016,12,125,7,0,4,0,3,118,21,95,2,Non-New York City
St Lawrence,Canton Vg PD,2016,12,31,2,0,0,0,2,29,5,24,0,Non-New York City
St Lawrence,County Total,2016,,1739,173,1,66,22,84,1566,276,1260,30,Non-New York City
St Lawrence,Massena Vg PD,2016,12,520,29,1,6,8,14,491,67,418,6,Non-New York City
St Lawrence,Norfolk Town PD,2016,12,5,0,0,0,0,0,5,1,3,1,Non-New York City
St Lawrence,Ogdensburg City PD,2016,12,383,27,0,2,8,17,356,87,267,2,Non-New York City
St Lawrence,Potsdam Vg PD,2016,12,114,8,0,4,0,4,106,5,101,0,Non-New York City
St Lawrence,St Lawrence County Park PD,2016,12,10,0,0,0,0,0,10,0,9,1,Non-New York City
St Lawrence,St Lawrence County Sheriff,2016,12,64,14,0,2,0,12,50,7,42,1,Non-New York City
St Lawrence,St Lawrence County State Police,2016,12,498,84,0,47,6,31,414,95,300,19,Non-New York City
St Lawrence,SUNY Police - Canton,2016,12,42,3,0,2,0,1,39,2,37,0,Non-New York City
St Lawrence,SUNY Police - Potsdam,2016,12,72,6,0,3,0,3,66,7,59,0,Non-New York City
Steuben,Addison Vg PD,2016,12,22,5,0,0,0,5,17,1,16,0,Non-New York City
Steuben,Bath Vg PD,2016,12,162,26,0,4,6,16,136,20,115,1,Non-New York City
Steuben,Canisteo Vg PD,2016,12,10,3,0,0,0,3,7,1,6,0,Non-New York City
Steuben,Cohocton Town PD,2016,12,2,1,0,0,1,0,1,1,0,0,Non-New York City
Steuben,Corning City PD,2016,12,380,54,0,16,3,35,326,65,257,4,Non-New York City
Steuben,County Total,2016,,1522,187,1,73,14,99,1335,229,1063,43,Non-New York City
Steuben,Hammondsport Vg PD,2016,12,12,0,0,0,0,0,12,1,11,0,Non-New York City
Steuben,Hornell City PD,2016,12,141,4,0,3,1,0,137,7,130,0,Non-New York City
Steuben,Painted Post Vg PD,2016,12,84,2,0,0,0,2,82,20,62,0,Non-New York City
Steuben,Steuben County Park PD,2016,12,1,0,0,0,0,0,1,0,1,0,Non-New York City
Steuben,Steuben County Sheriff,2016,12,134,13,0,7,0,6,121,29,88,4,Non-New York City
Steuben,Steuben County State Police,2016,12,564,79,1,43,3,32,485,84,367,34,Non-New York City
Steuben,Wayland Vg PD,2016,12,10,0,0,0,0,0,10,0,10,0,Non-New York City
Suffolk,Amityville Vg PD,2016,12,129,17,0,2,6,9,112,13,96,3,Non-New York City
Suffolk,Asharoken Vg PD,2016,12,4,0,0,0,0,0,4,0,4,0,Non-New York City
Suffolk,County Total,2016,,22370,1831,33,150,580,1068,20539,2071,17304,1164,Non-New York City
Suffolk,East Hampton Town PD,2016,12,295,12,0,0,0,12,283,42,237,4,Non-New York City
Suffolk,East Hampton Vg PD,2016,12,48,0,0,0,0,0,48,4,42,2,Non-New York City
Suffolk,Huntington Bay Vg PD,2016,12,7,0,0,0,0,0,7,0,7,0,Non-New York City
Suffolk,Lloyd Harbor Vg PD,2016,12,18,0,0,0,0,0,18,3,14,1,Non-New York City
Suffolk,Nissequogue Vg PD,2016,12,11,0,0,0,0,0,11,1,9,1,Non-New York City
Suffolk,Northport Vg PD,2016,12,63,6,0,0,0,6,57,7,47,3,Non-New York City
